ID	CURIS	CORPUS_NAME	TERMS QUERY
448	obo.MONDO_0043953	burkholderia infectious disease	"Burkholderia caused disease or disorder" | "Burkholderia disease or disorder" | "Burkholderia infectious disease" | "burkholderia infectious disease" | "infection caused by Burkholderia"	infection caused by Burkholderia
449	obo.MONDO_0005776	gnathomiasis	"Gnathostomiasis" | "infectious disease by Gnathostoma"	Gnathostomiasis
450	obo.MONDO_0005777	granuloma inguinale	"donovanosis" | "granuloma inguinale" | "pudendal ulcer"	granuloma inguinale OR donovanosis OR granuloma inguinale OR pudendal ulcer
451	obo.MONDO_0030603	Klebsiella infectious disease	"Klebsiella caused disease or disorder" | "Klebsiella disease or disorder"	
452	obo.MONDO_0005779	hand, foot and mouth disease	"HFMD" | "hand foot and mouth disease" | "hand, foot, and mouth disease" | "vesicular stomatitis and exanthem"	("hand" AND " foot and mouth disease") OR hand foot and mouth disease OR ("hand" AND " foot" AND " and mouth disease") OR vesicular stomatitis and exanthem
453	obo.MONDO_0005780	hantavirus infectious disease	"Hantavirus caused disease or disorder" | "Hantavirus disease or disorder" | "Hantavirus infection" | "Hantavirus infectious disease" | "disease due to hantavirus"	Hantavirus infection OR disease due to hantavirus
454	obo.MONDO_0005785	henipavirus infectious disease	"Henipavirus caused disease or disorder" | "Henipavirus disease or disorder" | "Henipavirus infectious disease"	
455	obo.MONDO_0005787	hepatic tuberculosis	tuberculosis of liver	hepatic tuberculosis OR tuberculosis of liver
456	obo.MONDO_0005788	hepatitis E virus infection	"Hepatitis E virus caused hepatitis" | "Hepatitis E virus hepatitis" | "hepatitis type E"	hepatitis E virus infection OR hepatitis type E
457	obo.MONDO_0005789	hepatitis D virus infection	"HDV" | "Hepatitis D virus" | "Hepatitis delta virus caused hepatitis" | "Hepatitis delta virus hepatitis" | "delta hepatitis" | "hepatitis delta" | "hepatitis type D"	hepatitis D virus infection OR Hepatitis D virus OR Hepatitis delta virus hepatitis OR delta hepatitis OR hepatitis delta OR hepatitis type D
458	obo.MONDO_0005790	hepatitis A virus infection	"Hepatitis A" | "Hepatitis A infection" | "hepatitis type A" | "viral hepatitis, type A"	hepatitis A virus infection OR Hepatitis A OR Hepatitis A infection OR hepatitis type A OR ("viral hepatitis" AND " type A")
459	obo.MONDO_0005791	herpangina	vesicular pharyngitis	herpangina OR vesicular pharyngitis
460	obo.MONDO_0005792	herpes simplex virus gingivostomatitis	"Simplexvirus caused stomatitis" | "Simplexvirus stomatitis"	herpes simplex virus gingivostomatitis
461	obo.MONDO_0005801	human T-lymphotropic virus 1 infectious disease	"Human T-lymphotropic virus 1 caused disease or disorder" | "Human T-lymphotropic virus 1 disease or disorder" | "Human T-lymphotropic virus 1 infectious disease" | "human T-lymphotropic virus 1 infectious disease"	
462	obo.MONDO_0005802	hymenolepiasis	"Hymenolepis infectious disease" | "dwarf tapeworm infection" | "hymenolepiasis"	hymenolepiasis OR dwarf tapeworm infection OR hymenolepiasis
463	obo.MONDO_0005808	inclusion conjunctivitis	"Chlamydial conjunctivitis" | "Trachoma" | "adult inclusion conjunctivitis" | "inclusion blennorrhoea" | "inclusion blenorrhea" | "neonatal Chlamydia conjunctivitis"	inclusion conjunctivitis OR Chlamydial conjunctivitis OR Trachoma OR adult inclusion conjunctivitis OR inclusion blennorrhoea OR inclusion blenorrhea OR neonatal Chlamydia conjunctivitis
464	obo.MONDO_0005810	infectious mononucleosis	"Filatov's disease" | "Gammaherpesviral mononucleosis" | "Mono" | "Pfeiffer's disease" | "glandular fever" | "monocytic angina" | "mononucleosis"	infectious mononucleosis OR Filatov's disease OR Pfeiffer's disease OR glandular fever OR monocytic angina OR mononucleosis
465	obo.MONDO_0005817	Kluver-Bucy syndrome	"KLüver-Bucy syndrome" | "Klver-Bucy syndrome"	Kluver-Bucy syndrome OR KLüver-Bucy syndrome
466	obo.MONDO_0005819	laryngeal tuberculosis	"larynx tuberculosis" | "tuberculous laryngitis"	laryngeal tuberculosis OR larynx tuberculosis OR tuberculous laryngitis
467	obo.MONDO_0005820	Lassa fever	"LF" | "Lassa hemorrhagic fever"	Lassa fever OR Lassa hemorrhagic fever
468	obo.MONDO_0044750	lassa virus infectious disease	"Lassa virus infection" | "infection caused by Lassa virus"	Lassa virus infection
469	obo.MONDO_0005821	late congenital syphilis	"late congenital syphilis" | "late congenital syphilis (2 years or more)"	late congenital syphilis OR late congenital syphilis
470	obo.MONDO_0005823	legionellosis	"Legionella infection" | "Legionnaires disease"	legionellosis OR Legionella infection OR Legionnaires disease
471	obo.MONDO_0005824	Legionnaires' disease	"Legionella" | "Legionella pneumonia" | "infection by Legionella pneumophilia" | "legionnaire's disease"	Legionnaires' disease OR Legionella OR Legionella pneumonia OR legionnaire's disease
472	obo.MONDO_0005825	leptospirosis	"Leptospira caused disease or disorder" | "Leptospira disease or disorder" | "Leptospira infectious disease" | "fort Bragg fever" | "leptospirosis" | "leptospirosis icterohaemorrhagica" | "nanukayami fever" | "rat catcher's yellows" | "spirochetal jaundice"	leptospirosis OR fort Bragg fever OR leptospirosis OR leptospirosis icterohaemorrhagica OR spirochetal jaundice
473	obo.MONDO_0005828	listeriosis	"Listeria infection" | "Listeria monocytogenes caused disease or disorder" | "Listeria monocytogenes disease or disorder" | "Listeria monocytogenes infectious disease" | "infection by Listeria monocytogenes"	listeriosis OR Listeria infection OR infection by Listeria monocytogenes
474	obo.MONDO_0005829	louping ill	Louping ill	louping ill OR Louping ill
475	obo.MONDO_0005831	lymph node tuberculosis	"king's evil" | "lymph node tuberculosis" | "scrofula" | "tuberculous adenitis" | "tuberculous lymphadenopathy"	lymph node tuberculosis OR king's evil OR lymph node tuberculosis OR scrofula OR tuberculous adenitis OR tuberculous lymphadenopathy
476	obo.MONDO_0005834	lymphogranuloma venereum	"Durand-Nicolas-Favre disease" | "Poradenitis inguinale" | "climatic or tropical bubo" | "lymph granuloma inguinale" | "lymphogranuloma inguinale" | "strumous bubo"	lymphogranuloma venereum OR lymphogranuloma inguinale
477	obo.MONDO_0005838	mansonelliasis	Mansonellosis	mansonelliasis OR Mansonellosis
478	obo.MONDO_0005844	chalazion	"chalazion" | "meibomian gland lipogranuloma"	chalazion OR chalazion
479	obo.MONDO_0005848	miliary tuberculosis	"acute miliary tuberculosis" | "disseminated tuberculosis" | "generalized tuberculosis" | "tuberculosis miliaris disseminata"	miliary tuberculosis OR acute miliary tuberculosis OR disseminated tuberculosis OR generalized tuberculosis OR tuberculosis miliaris disseminata
480	obo.MONDO_0005850	milker's nodule	"Paravaccinia" | "milker nodule" | "milkers' node"	milker's nodule OR Paravaccinia OR milkers' node
481	obo.MONDO_0005859	mucocutaneous leishmaniasis	"American cutaneous leishmaniasis" | "American mucocutaneous leishmaniasis" | "New World cutaneous leishmaniasis" | "cutaneous leishmaniasis, American" | "mucocutaneous leishmaniasis, (American)" | "mucocutaneous leishmaniasis, American"	mucocutaneous leishmaniasis OR American cutaneous leishmaniasis OR American mucocutaneous leishmaniasis OR New World cutaneous leishmaniasis OR ("cutaneous leishmaniasis" AND " American")
482	obo.MONDO_0005861	multidrug-resistant tuberculosis	"MDR-TB" | "multidrug-resistant TB"	multidrug-resistant tuberculosis OR MDR-TB OR multidrug-resistant TB
483	obo.MONDO_0041806	drug-resistant tuberculosis	drug resistant tuberculosis	drug-resistant tuberculosis OR drug resistant tuberculosis
484	obo.MONDO_0005866	mycobacterium avium complex disease	"MAC disease" | "Mycobacterium avium Complex" | "Mycobacterium avium complex caused disease or disorder" | "Mycobacterium avium complex disease or disorder" | "Mycobacterium avium complex infectious disease" | "Mycobacterium avium infection" | "infection due to Mycobacterium intracellulare"	mycobacterium avium complex disease OR MAC disease OR Mycobacterium avium Complex OR Mycobacterium avium infection OR infection due to Mycobacterium intracellulare
485	obo.MONDO_0005867	Mycoplasma pneumoniae pneumonia	"Mycoplasma pneumonia" | "Mycoplasmal pneumonia" | "cold agglutinin positive pneumonia" | "pneumonia due to Eaton's agent" | "pneumonia due to Mycoplasma pneumoniae" | "pneumonia due to Mycoplasma pneumoniae (disorder)"	Mycoplasma pneumoniae pneumonia OR Mycoplasma pneumonia OR Mycoplasmal pneumonia OR cold agglutinin positive pneumonia OR pneumonia due to Mycoplasma pneumoniae
486	obo.MONDO_0005875	Newcastle disease	"Newcastle's disease" | "pseudo-fowlpest"	Newcastle disease OR Newcastle's disease OR pseudo-fowlpest
487	obo.MONDO_0005878	ocular onchocerciasis	"eyeball of camera-type eye onchocerciasis" | "onchocerciasis of eyeball of camera-type eye"	ocular onchocerciasis
488	obo.MONDO_0017137	onchocerciasis	"Onchocerca volvulus infection" | "infection by Onchocerca volvulus" | "onchocerciasis" | "volvulosis"	onchocerciasis OR Onchocerca volvulus infection OR infection by Onchocerca volvulus OR onchocerciasis OR volvulosis
489	obo.MONDO_0005880	oesophagostomiasis	"Oesophagostomum caused disease or disorder" | "Oesophagostomum disease or disorder" | "Oesophagostomum infectious disease" | "infection by Oesophagostomum"	oesophagostomiasis OR infection by Oesophagostomum
490	obo.MONDO_0005883	ophthalmic herpes zoster	herpes zoster ophthalmicus	ophthalmic herpes zoster OR herpes zoster ophthalmicus
491	obo.MONDO_0005884	opisthorchiasis	infection by Opisthorchis	opisthorchiasis OR infection by Opisthorchis
492	obo.MONDO_0005886	oral candidiasis	"candidiasis of mouth" | "mouth candidiasis" | "oral moniliasis" | "thrush, oral"	oral candidiasis OR mouth candidiasis OR oral moniliasis OR ("thrush" AND " oral")
493	obo.MONDO_0005888	ornithosis	psittacosis	ornithosis OR psittacosis
494	obo.MONDO_0005894	paracoccidioidomycosis	"mucocutaneous-lymphangitic paracoccidioidomycosis" | "paracoccidioidal mycosis"	paracoccidioidomycosis OR mucocutaneous-lymphangitic paracoccidioidomycosis
495	obo.MONDO_0005895	paragonimiasis	"Paragonimus westermani caused disease or disorder" | "Paragonimus westermani disease or disorder" | "Paragonimus westermani infectious disease" | "infection by Paragonimus" | "lung fluke disease" | "lung fluke infection" | "pulmonary paragonimiasis"	paragonimiasis OR infection by Paragonimus OR lung fluke disease OR lung fluke infection OR pulmonary paragonimiasis
496	obo.MONDO_0005901	pasteurellosis	"Pasteurella caused disease or disorder" | "Pasteurella disease or disorder" | "Pasteurella infection" | "Pasteurella infectious disease"	pasteurellosis OR Pasteurella infection
497	obo.MONDO_0005903	pericardial tuberculosis	tuberculous pericarditis	pericardial tuberculosis OR tuberculous pericarditis
498	obo.MONDO_0005906	peritonsillar abscess	quinsy	peritonsillar abscess OR quinsy
499	obo.MONDO_0005908	peste des petits ruminants infectious disease	"Small ruminant morbillivirus caused disease or disorder" | "Small ruminant morbillivirus disease or disorder" | "Small ruminant morbillivirus infectious disease"	
500	obo.MONDO_0005909	pestivirus infectious disease	"Pestivirus caused disease or disorder" | "Pestivirus disease or disorder" | "Pestivirus infectious disease"	
501	obo.MONDO_0005911	pharyngoconjunctival fever	"Adenoviral pharyngoconjunctivitis" | "pharyngo-conjunctival fever" | "pharyngoconjunctival fever"	pharyngoconjunctival fever OR pharyngo-conjunctival fever OR pharyngoconjunctival fever
502	obo.MONDO_0005913	phlebotomus fever	"Sandfly fever" | "Sandfly-borne Bunyavirus fever" | "Sandfly-borne arboviral fever" | "Sandfly-borne phleboviral disease" | "pappataci fever"	phlebotomus fever OR Sandfly fever OR pappataci fever
503	obo.MONDO_0005915	pityriasis versicolor	"Malassezia furfur infection" | "infection by Pityrosporum furfur"	pityriasis versicolor OR Malassezia furfur infection
504	obo.MONDO_0005920	Plasmodium falciparum malaria	"Plasmodium falciparum malaria, unspecified" | "falciparum malaria" | "falciparum malaria [malignant tertian]" | "malaria fever, subtertian" | "malignant tertian fever" | "malignant tertian fever (finding)"	Plasmodium falciparum malaria OR falciparum malaria OR malignant tertian fever
505	obo.MONDO_0005921	Plasmodium vivax malaria	"malaria by Plasmodium vivax" | "vivax malaria"	Plasmodium vivax malaria OR malaria by Plasmodium vivax OR vivax malaria
506	obo.MONDO_0005922	pleural tuberculosis	"pearly disease" | "pleura tuberculosis" | "tuberculosis of pleura" | "tuberculous pleurisy" | "tuberculous pleurisy in primary progressive tuberculosis" | "tuberculous pleuritis"	pleural tuberculosis OR pleura tuberculosis OR tuberculous pleurisy OR tuberculous pleuritis
507	obo.MONDO_0005923	Pneumocystis infectious disease	Pneumocystis infection	Pneumocystis infection
508	obo.MONDO_0005936	recurrent pneumonia	"recurrent pneumonia" | "recurrent pneumonia (disease)"	recurrent pneumonia OR recurrent pneumonia
509	obo.MONDO_0005938	renal tuberculosis	"kidney tuberculosis" | "tuberculosis of kidney"	renal tuberculosis OR kidney tuberculosis OR tuberculosis of kidney
510	obo.MONDO_0005946	rhinosporidiosis	"Rhinosporidium seeberi caused disease or disorder" | "Rhinosporidium seeberi disease or disorder" | "Rhinosporidium seeberi infectious disease" | "infection by Rhinosporidium seeberi"	rhinosporidiosis OR infection by Rhinosporidium seeberi
511	obo.MONDO_0005947	rickettsial pneumonia	"Rickettsiaceae caused pneumonia" | "Rickettsiaceae pneumonia"	rickettsial pneumonia
512	obo.MONDO_0041850	pneumonia caused by gram negative bacteria	"pneumonia caused by gram negative bacteria" | "pneumonia due to gram negative bacteria"	pneumonia due to gram negative bacteria
513	obo.MONDO_0005949	roseolovirus infectious disease	"Roseolovirus caused disease or disorder" | "Roseolovirus disease or disorder" | "Roseolovirus infectious disease"	
514	obo.MONDO_0005950	Salmonella gastroenteritis	Salmonella caused gastroenteritis	Salmonella gastroenteritis
515	obo.MONDO_0005952	scarlet fever	scarlatina	scarlet fever OR scarlatina
516	obo.MONDO_0005954	screw worm infectious disease	"Cochliomyia hominivorax caused disease or disorder" | "Cochliomyia hominivorax disease or disorder" | "Cochliomyia hominivorax infectious disease"	
517	obo.MONDO_0005957	setariasis	"Setaria <nematode> caused disease or disorder" | "Setaria <nematode> disease or disorder" | "Setaria <nematode> infectious disease" | "infectious disease by Setaria"	setariasis
518	obo.MONDO_0005962	skeletal tuberculosis	osteoarticular tuberculosis	skeletal tuberculosis OR osteoarticular tuberculosis
519	obo.MONDO_0005963	sparganosis	"Spirometra caused disease or disorder" | "Spirometra disease or disorder" | "Spirometra infectious disease" | "infection by sparganum" | "sparganosis [larval diphyllobothriasis]"	sparganosis OR infection by sparganum
520	obo.MONDO_0005969	st. Louis encephalitis	"Neuroinvasive St. Louis encephalitis virus infection" | "Saint Louis encephalitis" | "St. Louis encephalitis virus caused infectious encephalitis" | "St. Louis encephalitis virus infectious encephalitis"	st. Louis encephalitis OR Neuroinvasive St. Louis encephalitis virus infection OR Saint Louis encephalitis
521	obo.MONDO_0020601	mosquito-borne viral encephalitis	mosquito-borne viral encephalitis	mosquito-borne viral encephalitis OR mosquito-borne viral encephalitis
522	obo.MONDO_0005970	staphylococcal pneumonia	"Staphylococcus caused pneumonia" | "Staphylococcus pneumonia"	staphylococcal pneumonia OR Staphylococcus pneumonia
523	obo.MONDO_0005971	staphyloenterotoxemia	"staphylococcal food poisoning" | "staphylococcal toxaemia due to food" | "staphyloenterotoxicosis"	staphylococcal food poisoning OR staphyloenterotoxicosis
524	obo.MONDO_0005972	streptococcal pneumonia	"Streptococcus pneumoniae caused pneumonia" | "Streptococcus pneumoniae pneumonia" | "pneumococcal pneumonia" | "pneumonia due to streptococcus" | "streptococcal pneumonia"	streptococcal pneumonia OR Streptococcus pneumoniae pneumonia OR pneumococcal pneumonia OR pneumonia due to streptococcus OR streptococcal pneumonia
525	obo.MONDO_0005974	strongyloidiasis	"Anguilluliasis" | "Anguillulosis" | "disseminated strongyloidiasis" | "infection by Strongyloides"	strongyloidiasis OR Anguilluliasis OR Anguillulosis OR disseminated strongyloidiasis OR infection by Strongyloides
526	obo.MONDO_0005977	tabes dorsalis	"posterior spinal sclerosis" | "tabes dorsalis - neurosyphilis"	tabes dorsalis OR posterior spinal sclerosis
527	obo.MONDO_0005978	theileriasis	"infection by Theileria" | "theileriosis"	theileriasis OR infection by Theileria OR theileriosis
528	obo.MONDO_0005980	tick infestation	"Ixodoidea caused disease or disorder" | "Ixodoidea disease or disorder" | "Ixodoidea infectious disease"	tick infestation
529	obo.MONDO_0005983	tinea favosa	favus	tinea favosa
530	obo.MONDO_0005984	tinea pedis	"athlete's foot" | "dermatophytosis of foot" | "dermatophytosis of pes" | "pes dermatophytosis"	tinea pedis OR athlete's foot
531	obo.MONDO_0005986	torovirus infectious disease	"Torovirus caused disease or disorder" | "Torovirus disease or disorder" | "Torovirus infectious disease"	
532	obo.MONDO_0005987	toxascariasis	"Toxascaris caused disease or disorder" | "Toxascaris disease or disorder" | "Toxascaris infectious disease"	toxascariasis
533	obo.MONDO_0005988	toxocariasis	"Toxocara caused disease or disorder" | "Toxocara disease or disorder" | "Toxocara infection" | "Toxocara infectious disease" | "infection by Toxascaris" | "visceral larva migrans"	toxocariasis OR Toxocara infection OR visceral larva migrans
534	obo.MONDO_0005991	trench fever	"Bartonella quintana caused disease or disorder" | "Bartonella quintana disease or disorder" | "Bartonella quintana infectious disease" | "His-Werner disease" | "Wolhynian fever" | "bartonellosis due to Bartonella quintana infection" | "quintan fever" | "shin bone fever" | "tibialgic fever" | "trench fever"	trench fever OR Wolhynian fever OR quintan fever OR trench fever
535	obo.MONDO_0005993	Trichomonas vaginitis urogenital infection	"Trichomonas vaginalis caused disease of genitourinary system" | "Trichomonas vaginalis disease of genitourinary system" | "Trichomonas vaginitis" | "urogenital Trichomonas" | "urogenital infection by Trichomonas vaginalis"	Trichomonas vaginitis OR urogenital Trichomonas
536	obo.MONDO_0005995	trichostrongylosis	"Trichostrongyliasis" | "Trichostrongylus caused disease or disorder" | "Trichostrongylus disease or disorder" | "Trichostrongylus infectious disease" | "infection by Trichostrongylus" | "infection by Trichostrongylus species"	trichostrongylosis OR Trichostrongyliasis OR infection by Trichostrongylus
537	obo.MONDO_0005996	trichuriasis	"Trichuris trichiura caused disease or disorder" | "Trichuris trichiura disease or disorder" | "Trichuris trichiura infection" | "Trichuris trichiura infectious disease" | "infection by Trichuris trichura" | "trichuriasis infection" | "whipworm disease"	trichuriasis OR Trichuris trichiura infection OR whipworm disease
538	obo.MONDO_0005998	trombiculiasis	"Trombiculidae caused disease or disorder" | "Trombiculidae disease or disorder" | "Trombiculidae infectious disease"	trombiculiasis
539	obo.MONDO_0005999	tuberculous empyema	tuberculous empyema (& pleural)	tuberculous empyema
540	obo.MONDO_0006000	tuberculous peritonitis	"Mycobacterium tuberculosis caused peritonitis" | "Mycobacterium tuberculosis peritonitis"	tuberculous peritonitis
541	obo.MONDO_0006001	urinary schistosomiasis	"Schistosoma haematobium" | "Schistosoma haematobium (& vesical schistosomiasis)" | "Schistosoma hematobium infection" | "Schistosoma hematobium infectious disease" | "bladder schistosomiasis" | "cystitis with bilharziasis" | "schistosomiasis due to Schistosoma haematobium" | "schistosomiasis of bladder" | "urinary bladder schistosomiasis" | "urinary schistosomiasis" | "vesical schistosomiasis"	urinary schistosomiasis OR Schistosoma haematobium OR Schistosoma hematobium infection OR bladder schistosomiasis OR schistosomiasis due to Schistosoma haematobium OR schistosomiasis of bladder OR urinary bladder schistosomiasis OR urinary schistosomiasis OR vesical schistosomiasis
542	obo.MONDO_0006005	Venezuelan equine encephalitis	"Venezuelan equine encephalitis virus caused disease or disorder" | "Venezuelan equine encephalitis virus disease or disorder" | "Venezuelan equine encephalitis virus infectious disease"	Venezuelan equine encephalitis
543	obo.MONDO_0006012	viral pneumonia	"Viruses caused pneumonia" | "Viruses pneumonia"	viral pneumonia
544	obo.MONDO_0006013	visna disease	"Visna/maedi virus caused disease or disorder" | "Visna/maedi virus disease or disorder" | "Visna/maedi virus infectious disease"	visna disease
545	obo.MONDO_0006014	vulvovaginal candidiasis	"candidal vulvovaginitis" | "candidal: [vulvovaginitis NOS] or [cervix]" | "candidal: cervix" | "candidiasis of vulva and vagina" | "monilial vulvovaginitis" | "vaginal candidiasis" | "vulvovaginal candidiasis"	vulvovaginal candidiasis OR candidal vulvovaginitis OR monilial vulvovaginitis OR vaginal candidiasis OR vulvovaginal candidiasis
546	obo.MONDO_0006042	meningeal tuberculosis	"TB meningitis" | "TBM" | "tubercular meningitis" | "tuberculous meningitis"	meningeal tuberculosis OR TB meningitis OR tubercular meningitis OR tuberculous meningitis
547	obo.MONDO_0006544	erythema infectiosum	fifth disease	erythema infectiosum OR fifth disease
548	obo.MONDO_0006576	Ludwig's angina	"Ludwig angina" | "cellulitis (disease) of mouth floor" | "cellulitis of floor of mouth" | "mouth floor cellulitis (disease)"	Ludwig's angina OR Ludwig angina OR cellulitis of floor of mouth
549	obo.MONDO_0006635	Acinetobacter infectious disease	"Acinetobacter caused disease or disorder" | "Acinetobacter disease or disorder"	
550	obo.MONDO_0006878	Moraxellaceae infectious disease	"Moraxellaceae caused disease or disorder" | "Moraxellaceae disease or disorder"	
551	obo.MONDO_0006669	bacterial endocarditis	"Bacteria caused endocarditis (disease)" | "Bacteria endocarditis (disease)" | "bacterial endocarditis" | "bacterial endocarditis (disease)"	bacterial endocarditis OR bacterial endocarditis
552	obo.MONDO_0006671	Bacteroides infectious disease	"Bacteroides caused disease or disorder" | "Bacteroides disease or disorder" | "infection due to Bacteroides"	infection due to Bacteroides
553	obo.MONDO_0006705	Bacteroidaceae infectious disease	"Bacteroidaceae caused disease or disorder" | "Bacteroidaceae disease or disorder"	
554	obo.MONDO_0006681	Borrelia infectious disease	"Borrelia caused disease or disorder" | "Borrelia disease or disorder"	
555	obo.MONDO_0006708	Desulfovibrionaceae infectious disease	"Desulfovibrionaceae caused disease or disorder" | "Desulfovibrionaceae disease or disorder"	
556	obo.MONDO_0006751	Erysipelothrix infectious disease	"Erysipelothrix caused disease or disorder" | "Erysipelothrix disease or disorder"	
557	obo.MONDO_0006765	Fusobacterium infectious disease	"Fusobacterium caused disease or disorder" | "Fusobacterium disease or disorder" | "infection due to Fusobacterium"	
558	obo.MONDO_0006925	Fusobacteriaceae infectious disease	"Fusobacteriaceae caused disease or disorder" | "Fusobacteriaceae disease or disorder"	
559	obo.MONDO_0006781	Helicobacter pylori infectious disease	"Helicobacter pylori caused disease or disorder" | "Helicobacter pylori disease or disorder"	
560	obo.MONDO_0006825	kuru	kuru encephalopathy	kuru encephalopathy
561	obo.MONDO_0018926	human prion disease	"TSE" | "transmissible spongiform encephalopathy"	human prion disease OR transmissible spongiform encephalopathy
562	obo.MONDO_0006836	Listeria meningitis	"Listeria meningitis" | "Listeria monocytogenes caused infectious meningitis" | "Listeria monocytogenes infectious meningitis"	Listeria meningitis OR Listeria meningitis
563	obo.MONDO_0006881	orbital cellulitis	orbital cellulitis	orbital cellulitis OR orbital cellulitis
564	obo.MONDO_0040998	Pasteurella multocida infectious disease	infection by Pasteurella multocida	infection by Pasteurella multocida
565	obo.MONDO_0006913	pneumococcal meningitis	"Streptococcus pneumoniae caused infectious meningitis" | "Streptococcus pneumoniae infectious meningitis"	pneumococcal meningitis
566	obo.MONDO_0006922	Anaplasmataceae infectious disease	"Anaplasmataceae caused disease or disorder" | "Anaplasmataceae disease or disorder"	
567	obo.MONDO_0006929	Proteus infectious disease	"Proteus <enterobacteria> caused disease or disorder" | "Proteus <enterobacteria> disease or disorder" | "Proteus <enterobacteria> infectious disease"	
568	obo.MONDO_0006937	pulpitis	"dental pulp inflammation" | "inflammation of dental pulp"	pulpitis OR dental pulp inflammation
569	obo.MONDO_0006941	rat-bite fever	"Streptobacillosis" | "spirillosis"	rat-bite fever OR Streptobacillosis OR spirillosis
570	obo.MONDO_0006981	subacute bacterial endocarditis	"SBE" | "SBE - Subacute bacterial endocarditis" | "Subacute bacterial endocarditis" | "Subacute endocarditis, lenta" | "endocarditis lenta"	subacute bacterial endocarditis OR SBE - Subacute bacterial endocarditis OR Subacute bacterial endocarditis OR endocarditis lenta
571	obo.MONDO_0006984	subdural empyema	subdural abscess	subdural empyema OR subdural abscess
572	obo.MONDO_0007007	Ureaplasma urethritis	"Ureaplasma caused disease or disorder" | "Ureaplasma disease or disorder" | "Ureaplasma infectious disease"	Ureaplasma urethritis
573	obo.MONDO_0007012	variant Creutzfeldt-Jakob disease	vCJD	variant Creutzfeldt-Jakob disease
574	obo.MONDO_0018686	acquired Creutzfeldt-Jakob disease	"acquired CJD" | "acquired Creutzfeldt Jacob disease"	acquired Creutzfeldt-Jakob disease OR acquired CJD
575	obo.MONDO_0007014	vibrio infectious disease	"Vibrio caused disease or disorder" | "Vibrio disease or disorder" | "Vibrio infectious disease" | "vibrio infectious disease"	
576	obo.MONDO_0007022	xanthogranulomatous pyelonephritis	xanthogranulomatous pyelonephritis	xanthogranulomatous pyelonephritis OR xanthogranulomatous pyelonephritis
577	obo.MONDO_0007023	Yersinia infectious disease	"Yersinia <bacteria> infection" | "yersiniosis"	yersiniosis
578	obo.MONDO_0007024	Yersinia pseudotuberculosis infectious disease	"infections, Yersinia pseudotuberculosis" | "pseudotuberculosis"	pseudotuberculosis
579	obo.MONDO_0007403	inherited Creutzfeldt-Jakob disease	"Creutzfeldt-Jakob disease, variant, resistance to" | "hereditary Creutzfeldt Jacob disease" | "inherited CJD"	inherited Creutzfeldt-Jakob disease OR inherited CJD
580	obo.MONDO_0017234	inherited prion disease	"familial prion disease" | "hereditary prion disease"	inherited prion disease OR familial prion disease OR hereditary prion disease
581	obo.MONDO_0007656	Gerstmann-Straussler-Scheinker syndrome	"Gerstmann-Straussler-Scheinker disease" | "prion dementia" | "subacute spongiform encephalopathy, Gerstmann-Straussler type"	Gerstmann-Straussler-Scheinker syndrome OR Gerstmann-Straussler-Scheinker disease OR prion dementia
582	obo.MONDO_0008039	tropical spastic paraparesis	"HTLV-1-associated myelopathy/tropical spastic paraparesis" | "HTLV-associated myelopathy" | "Human T-lymphotropic virus type I-associated myelopathy/tropical spastic paraparesis" | "Human T-lymphotropic virus type-1-associated myelopathy/tropical spastic paraparesis" | "TSP" | "ham/TSP" | "tropical spastic paralysis" | "tropical spastic paraplegia"	tropical spastic paraparesis OR HTLV-1-associated myelopathy/tropical spastic paraparesis OR HTLV-associated myelopathy OR Human T-lymphotropic virus type-1-associated myelopathy/tropical spastic paraparesis OR ham/TSP OR tropical spastic paralysis OR tropical spastic paraplegia
583	obo.MONDO_0008412	intestinal schistosomiasis	"Katayama fever" | "schistosomiasis japonica"	intestinal schistosomiasis OR Katayama fever OR schistosomiasis japonica
584	obo.MONDO_0008450	spinal arachnoiditis	"arachnoiditis, spinal" | "spinal arachnoiditis"	spinal arachnoiditis OR ("arachnoiditis" AND " spinal") OR spinal arachnoiditis
585	obo.MONDO_0015304	arachnoiditis	"adhesive arachnoiditis" | "arachnoid mater inflammation" | "chronic arachnoiditis" | "inflammation of arachnoid mater"	arachnoiditis OR adhesive arachnoiditis OR chronic arachnoiditis
586	obo.MONDO_0009194	immunodeficiency 32B	"CAEBV syndrome" | "IMD32B" | "IRF8 deficiency, autosomal recessive" | "chronic EBV infection syndrome" | "chronic Epstein-Barr virus infection syndrome" | "immunodeficiency 32B" | "immunodeficiency 32B, monocyte and dendritic cell deficiency, autosomal recessive" | "immunodeficiency 32B, monocyte, Dendritic cell, and natural Killer cell deficiency, autosomal recessive" | "monocyte and dendritic cell deficiency, autosomal recessive"	chronic Epstein-Barr virus infection syndrome
587	obo.MONDO_0009237	focal epithelial hyperplasia	"heck disease" | "heck's disease" | "multifocal epithelial hyperplasia"	focal epithelial hyperplasia OR heck disease OR heck's disease OR multifocal epithelial hyperplasia
