doi	paper_type	citation	is_methods_paper	explanation
doi:10.1177/0271678x20928011	ScientificPrimaryResearchArticle	Şencan İ, Esipova T, Kılıç K, Li B, Desjardins M, Yaseen MA, Wang H, Porter JE, Kura S, Fu B, Secomb TW, Boas DA, Vinogradov SA, Devor A, Sakadžić S. (2020) Optical measurement of microvascular oxygenation and blood flow responses in awake mouse cortex during functional activation.	False	The main goal of the paper is to investigate the laminar profile of stimulus-induced intravascular partial pressure of O2 (pO2) transients to stimulus-induced neuronal activation in awake mice, and to demonstrate the conservation of stimulus-induced changes in intravascular pO2 across cortical layers. The methods used are two-photon phosphorescence lifetime microscopy to measure microvascular oxygenation and blood flow responses. The paper is focused on understanding biological systems rather than developing new technology or methods.
doi:10.1038/s41467-020-16633-7	ScientificPrimaryResearchArticle	Quinn KM, Hussain T, Kraus F, Formosa LE, Lam WK, Dagley MJ, Saunders EC, Assmus LM, Wynne-Jones E, Loh L, van de Sandt CE, Cooper L, Good-Jacobson KL, Kedzierska K, Mackay LK, McConville MJ, Ramm G, Ryan MT, La Gruta NL. (2020) Metabolic characteristics of CD8<sup>+</sup> T cell subsets in young and aged individuals are not predictive of functionality.	False	The work is focused on investigating the metabolic characteristics of CD8+ T cell subsets in young and aged individuals, as well as their association with functionality and longevity, rather than developing new technology or methods.
doi:10.1083/jcb.201907154	ScientificPrimaryResearchArticle	Kopf A, Renkawitz J, Hauschild R, Girkontaite I, Tedford K, Merrin J, Thorn-Seshold O, Trauner D, Häcker H, Fischer KD, Kiermaier E, Sixt M. (2020) Microtubules control cellular shape and coherence in amoeboid migrating cells.	False	The main goal of the paper is to investigate how microtubules control cellular shape and coherence in amoeboid migrating cells. The study focuses on understanding the biological phenomena of cell migration rather than developing new technology or methods.
doi:10.1152/ajprenal.00125.2020	ScientificPrimaryResearchArticle	Polina I, Domondon M, Fox R, Sudarikova AV, Troncoso M, Vasileva VY, Kashyrina Y, Gooz MB, Schibalski RS, DeLeon-Pennell KY, Fitzgibbon WR, Ilatovskaya DV. (2020) Differential effects of low-dose sacubitril and/or valsartan on renal disease in salt-sensitive hypertension.	False	The main goal of the paper is to investigate the effects of low-dose sacubitril and/or valsartan on renal disease in salt-sensitive hypertension, using a rat model. The focus is on understanding the biological response rather than developing a new technology or method.
doi:10.1016/j.jtcvs.2020.03.166	ScientificPrimaryResearchArticle	Dimou A, Nasarre C, Peterson YK, Pagano R, Gooz M, Nasarre P, Drabkin HA, Armeson KE, Gibney BC, Gemmill RM, Denlinger CE. (2020) Neuropilin-2b facilitates resistance to tyrosine kinase inhibitors in non-small cell lung cancer.	False	The main goal of the paper is to investigate the role of neuropilin-2b in facilitating resistance to tyrosine kinase inhibitors in non-small cell lung cancer. The methods described are used to support the hypothesis and provide evidence for the conclusions drawn.
doi:10.1074/jbc.ra120.012627	ScientificPrimaryResearchArticle	Du Q, Chan LY, Gilding EK, Henriques ST, Condon ND, Ravipati AS, Kaas Q, Huang YH, Craik DJ. (2020) Discovery and mechanistic studies of cytotoxic cyclotides from the medicinal herb <i>Hybanthus enneaspermus</i>.	False	The main goal of the work is to investigate the cytotoxicity of cyclotides from the medicinal herb Hybanthus enneaspermus and provide mechanistic insights into how these novel cyclotides interact with and permeabilize cell membranes. The study aims to understand the biological mechanisms underlying the cytotoxic effects of the cyclotides rather than developing new technology or methods.
doi:10.1038/s41586-020-2283-z	ScientificPrimaryResearchArticle	Reversat A, Gaertner F, Merrin J, Stopp J, Tasciyan S, Aguilera J, de Vries I, Hauschild R, Hons M, Piel M, Callan-Jones A, Voituriez R, Sixt M. (2020) Cellular locomotion using environmental topography.	False	The main goal of the paper is to investigate how biological systems work, specifically how leukocytes can migrate using environmental topography. The methods used are described in the context of the results found, rather than being the focus of the study.
doi:10.1038/s41594-020-0424-6	ScientificPrimaryResearchArticle	Martinez-Chacin RC, Bodrug T, Bolhuis DL, Kedziora KM, Bonacci T, Ordureau A, Gibbs ME, Weissmann F, Qiao R, Grant GD, Cook JG, Peters JM, Wade Harper J, Emanuele MJ, Brown NG. (2020) Ubiquitin chain-elongating enzyme UBE2S activates the RING E3 ligase APC/C for substrate priming.	False	The main goal of the paper is to investigate the interplay between the E2 and E3 enzymes in the ubiquitination process, rather than developing new technology or methods.
doi:10.1164/rccm.201908-1513oc	ScientificPrimaryResearchArticle	Sucre JMS, Vickers KC, Benjamin JT, Plosa EJ, Jetter CS, Cutrone A, Ransom M, Anderson Z, Sheng Q, Fensterheim BA, Ambalavanan N, Millis B, Lee E, Zijlstra A, Königshoff M, Blackwell TS, Guttentag SH. (2020) Hyperoxia Injury in the Developing Lung Is Mediated by Mesenchymal Expression of Wnt5A.	False	The main goal of the paper is to investigate the effects of hyperoxia on lung development and to determine the mediators of Wnt/β-catenin signaling, rather than developing new technology or methods.
doi:10.1016/j.jid.2020.03.965	ScientificPrimaryResearchArticle	Shi Z, Garcia-Melchor E, Wu X, Yu S, Nguyen M, Rowland DJ, Huynh M, Law T, Raychaudhuri SP, Millar NL, Hwang ST. (2020) Differential Requirement for CCR6 in IL-23-Mediated Skin and Joint Inflammation.	False	The paper's main goal is to investigate how biological systems work, specifically the role of CCR6 in IL-23-mediated skin and joint inflammation, rather than developing new technology or methods.
doi:10.1101/2020.04.20.052118	ScientificPrimaryResearchPreprint	Ozawa M, Hiver S, Yamamoto T, Shibata T, Upadhyayula S, Mimori-Kiyosue Y, Takeichi M. (2020) Adherens junction serves to generate cryptic lamellipodia required for collective migration of epithelial cells	False	The main goal of the paper is to investigate how cryptic lamellipodia are generated in migrating epithelial cells, rather than developing new technology or methods.
doi:10.1007/s00204-020-02747-w	ScientificPrimaryResearchArticle	González EA, Rindy AC, Guignet MA, Calsbeek JJ, Bruun DA, Dhir A, Andrew P, Saito N, Rowland DJ, Harvey DJ, Rogawski MA, Lein PJ. (2020) The chemical convulsant diisopropylfluorophosphate (DFP) causes persistent neuropathology in adult male rats independent of seizure activity.	False	The main goal of the paper is to investigate the effects of diisopropylfluorophosphate (DFP) on persistent neuropathology in adult male rats, rather than developing new technology or methods. The study aims to compare two subpopulations of rats with low versus high seizure response to evaluate the neurological consequences of acute OP intoxication.
doi:10.1074/jbc.ra119.011903	ScientificPrimaryResearchArticle	Kiepas A, Voorand E, Senecal J, Ahn R, Annis MG, Jacquet K, Tali G, Bisson N, Ursini-Siegel J, Siegel PM, Brown CM. (2020) The SHCA adapter protein cooperates with lipoma-preferred partner in the regulation of adhesion dynamics and invadopodia formation.	False	The main goal of the paper is to investigate how biological systems work, specifically focusing on the role of SHCA and LPP in regulating adhesion dynamics and invadopodia formation in breast cancer cells.
doi:10.1111/1365-2656.13226	ScientificPrimaryResearchArticle	da Silva CRB, van den Berg CP, Condon ND, Riginos C, Wilson RS, Cheney KL. (2020) Intertidal gobies acclimate rate of luminance change for background matching with shifts in seasonal temperature.	False	The main goal of the paper is to investigate how intertidal gobies acclimate their rate of luminance change for background matching with shifts in seasonal temperature. The methods involve exposing the gobies to different temperatures and testing their rate of luminance change in response to different background colors.
doi:10.7554/elife.55190	ScientificPrimaryResearchArticle	Schauer A, Pinheiro D, Hauschild R, Heisenberg CP. (2020) Zebrafish embryonic explants undergo genetically encoded self-assembly.	False	The paper is focused on investigating how biological systems work, specifically looking at the self-organization of zebrafish embryonic explants rather than developing new technology or methods.
doi:10.1016/j.neuroimage.2020.116704	ScientificPrimaryResearchArticle	Jones R, Grisot G, Augustinack J, Magnain C, Boas DA, Fischl B, Wang H, Yendiki A. (2020) Insight into the fundamental trade-offs of diffusion MRI from polarization-sensitive optical coherence tomography in ex vivo human brain.	False	The main goal of the paper is to investigate the accuracy of orientation estimates from different diffusion MRI sampling schemes and reconstruction methods compared to axonal orientation measurements from PSOCT. The study aims to provide insights into the fundamental trade-offs of diffusion MRI rather than developing new technology or methods.
doi:10.1177/1535370220903012	ScientificPrimaryResearchArticle	Massett MP, Bywaters BC, Gibbs HC, Trzeciakowski JP, Padgham S, Chen J, Rivera G, Yeh AT, Milewicz DM, Trache A. (2020) Loss of smooth muscle α-actin effects on mechanosensing and cell-matrix adhesions.	False	The abstract does not mention the development of new technology or methods. Instead, it seems to focus on investigating the effects of the loss of smooth muscle α-actin on mechanosensing and cell-matrix adhesions.
doi:10.3389/fphys.2020.00088	ScientificPrimaryResearchArticle	DelGiorno KE, Naeem RF, Fang L, Chung CY, Ramos C, Luhtala N, O'Connor C, Hunter T, Manor U, Wahl GM. (2020) Tuft Cell Formation Reflects Epithelial Plasticity in Pancreatic Injury: Implications for Modeling Human Pancreatitis.	False	The goal of the paper is to investigate the implications of tuft cell formation in pancreatic injury, with a focus on understanding the role of epithelial plasticity and heterogeneity in pancreatitis. The methods used were not the main focus of the research.
doi:10.1172/jci124000	ScientificPrimaryResearchArticle	de Winter JM, Molenaar JP, Yuen M, van der Pijl R, Shen S, Conijn S, van de Locht M, Willigenburg M, Bogaards SJ, van Kleef ES, Lassche S, Persson M, Rassier DE, Sztal TE, Ruparelia AA, Oorschot V, Ramm G, Hall TE, Xiong Z, Johnson CN, Li F, Kiss B, Lozano-Vidal N, Boon RA, Marabita M, Nogara L, Blaauw B, Rodenburg RJ, Küsters B, Doorduin J, Beggs AH, Granzier H, Campbell K, Ma W, Irving T, Malfatti E, Romero NB, Bryson-Richardson RJ, van Engelen BG, Voermans NC, Ottenheijm CA. (2020) KBTBD13 is an actin-binding protein that modulates muscle kinetics.	False	The main goal of the paper is to investigate the role of KBTBD13 in muscle kinetics and how mutations in this protein affect muscle relaxation, rather than developing new technology or methods.
doi:10.1186/s13058-020-1245-6	ScientificPrimaryResearchArticle	Lewis K, Kiepas A, Hudson J, Senecal J, Ha JR, Voorand E, Annis MG, Sabourin V, Ahn R, La Selva R, Tabariès S, Hsu BE, Siegel MJ, Dankner M, Canedo EC, Lajoie M, Watson IR, Brown CM, Siegel PM, Ursini-Siegel J. (2020) p66ShcA functions as a contextual promoter of breast cancer metastasis.	False	The main goal of the paper is to investigate the contribution of tumor cell-intrinsic functions of p66ShcA during breast cancer metastasis. The paper aims to understand the biological role of p66ShcA in promoting breast cancer metastasis rather than developing a new technology or method.
doi:10.3390/ijms20235855	ScientificPrimaryResearchArticle	Shi T, Joshi V, Joshi M, Vitha S, Gibbs H, Wang K, Okumoto S. (2019) Broad-Spectrum Amino Acid Transporters ClAAP3 and ClAAP6 Expressed in Watermelon Fruits.	False	The main goal of the paper is to investigate the amino acid transporters involved in the import of citrulline, arginine, and their precursors into developing watermelon fruits. The methods used include yeast complementation study, gene expression profiling, functional characterization, and localization studies.
doi:10.1016/j.bcp.2019.113728	ScientificPrimaryResearchArticle	Heslop KA, Rovini A, Hunt EG, Fang D, Morris ME, Christie CF, Gooz MB, DeHart DN, Dang Y, Lemasters JJ, Maldonado EN. (2019) JNK activation and translocation to mitochondria mediates mitochondrial dysfunction and cell death induced by VDAC opening and sorafenib in hepatocarcinoma cells.	False	The main goal of the paper is to investigate how JNK activation and translocation to mitochondria mediates mitochondrial dysfunction and cell death induced by VDAC opening and sorafenib in hepatocarcinoma cells, rather than developing new technology or methods.
doi:10.1155/2019/6956391	ClinicalCaseReport	Jamali AA, Rowland D, Vandewalker KN. (2019) Extensive Recontouring of the Femoral Head with Osteochondral Allografting: A Case Report with Histological and MicroCT Analysis.	False	The main goal of the paper is to report a case study on the use of osteochondral allografting to salvage the hip joint of a young patient with growth disturbances. The focus is on the outcomes and analysis of the treatment rather than on developing new technology or methods.
doi:10.1038/s41564-019-0592-5	ScientificPrimaryResearchArticle	Kim K, Dauphin A, Komurlu S, McCauley SM, Yurkovetskiy L, Carbone C, Diehl WE, Strambio-De-Castillia C, Campbell EM, Luban J. (2019) Cyclophilin A protects HIV-1 from restriction by human TRIM5α.	False	The paper is investigating how biological systems work by studying the interactions between Cyclophilin A, HIV-1 capsid protein, and human TRIM5α to understand how CypA protects HIV-1 from restriction by TRIM5α.
doi:10.1016/j.cub.2019.08.051	ScientificPrimaryResearchArticle	Faust JJ, Millis BA, Tyska MJ. (2019) Profilin-Mediated Actin Allocation Regulates the Growth of Epithelial Microvilli.	False	The goal of the paper is to investigate how biological systems work, specifically focusing on how profilin-mediated actin allocation regulates the growth of epithelial microvilli. The methods described in the abstract are used to study the biological process rather than develop new technology or methods.
doi:10.1016/j.cell.2019.09.022	ScientificPrimaryResearchArticle	Hampoelz B, Schwarz A, Ronchi P, Bragulat-Teixidor H, Tischer C, Gaspar I, Ephrussi A, Schwab Y, Beck M. (2019) Nuclear Pores Assemble from Nucleoporin Condensates During Oogenesis.	False	The main goal of the paper is to investigate the mechanism of NPC biogenesis during oogenesis in Drosophila, rather than developing or testing a new technique or method.
doi:10.1126/sciadv.aax1978	ScientificPrimaryResearchArticle	Oleinik N, Kim J, Roth BM, Selvam SP, Gooz M, Johnson RH, Lemasters JJ, Ogretmen B. (2019) Mitochondrial protein import is regulated by p17/PERMIT to mediate lipid metabolism and cellular stress.	False	The main goal of the paper is to investigate how lipid metabolism is regulated at the outer mitochondrial membrane and how cellular stress impacts this process. The study focuses on understanding the role of p17/PERMIT in mediating lipid metabolism and cellular stress responses.
doi:10.1038/s41598-019-47722-3	ScientificPrimaryResearchArticle	Rajah A, Boudreau CG, Ilie A, Wee TL, Tang K, Borisov AZ, Orlowski J, Brown CM. (2019) Paxillin S273 Phosphorylation Regulates Adhesion Dynamics and Cell Migration through a Common Protein Complex with PAK1 and βPIX.	False	The goal of the paper is to investigate how biological systems work, specifically focusing on the role of paxillin S273 phosphorylation in regulating cell migration through a common protein complex with PAK1 and βPIX.
doi:10.1016/j.devcel.2019.07.008	ScientificPrimaryResearchArticle	Meenderink LM, Gaeta IM, Postema MM, Cencer CS, Chinowsky CR, Krystofiak ES, Millis BA, Tyska MJ. (2019) Actin Dynamics Drive Microvillar Motility and Clustering during Brush Border Assembly.	False	The paper's goal is to investigate how actin dynamics drive microvillar motility and clustering during brush border assembly, not to develop new technology or methods.
doi:10.1161/circresaha.119.314876	ScientificPrimaryResearchArticle	Mahmoud AD, Ballantyne MD, Miscianinov V, Pinel K, Hung J, Scanlon JP, Iyinikkel J, Kaczynski J, Tavares AS, Bradshaw AC, Mills NL, Newby DE, Caporali A, Gould GW, George SJ, Ulitsky I, Sluimer JC, Rodor J, Baker AH. (2019) The Human-Specific and Smooth Muscle Cell-Enriched LncRNA SMILR Promotes Proliferation by Regulating Mitotic CENPF mRNA and Drives Cell-Cycle Progression Which Can Be Targeted to Limit Vascular Remodeling.	False	The main goal of the paper is to investigate how the long noncoding RNA SMILR promotes vascular smooth muscle cell proliferation and the molecular mechanism behind it, rather than developing a new technology or method.
doi:10.1016/j.bbr.2019.112080	ScientificPrimaryResearchArticle	Farrand AQ, Helke KL, Aponte-Cofresí L, Gooz MB, Gregory RA, Hinson VK, Boger HA. (2019) Effects of vagus nerve stimulation are mediated in part by TrkB in a parkinson's disease model.	False	The main goal of the paper is to investigate how biological systems work, specifically focusing on the role of TrkB in mediating the effects of vagus nerve stimulation in a Parkinson's disease model.
doi:10.1016/j.ekir.2019.05.133	ScientificPrimaryResearchArticle	C. Granata et al. (2019) SAT-105 GLUCOSE-DEPENDENT MITOCHONDRIAL ALTERATIONS IN DIABETIC KIDNEY DISEASE	False	The main goal of the paper is to investigate the effects of modulating blood glucose concentrations on mitochondrial aspects in a model of streptozotocin-induced diabetes, which falls under the category of understanding biological phenomena rather than developing new technology or methods.
doi:10.1038/s41467-019-10563-9	ScientificPrimaryResearchArticle	Villanueva JE, Livelo C, Trujillo AS, Chandran S, Woodworth B, Andrade L, Le HD, Manor U, Panda S, Melkani GC. (2019) Time-restricted feeding restores muscle function in Drosophila models of obesity and circadian-rhythm disruption.	False	The main goal of the paper is to investigate how time-restricted feeding can restore muscle function in Drosophila models of obesity and circadian-rhythm disruption, rather than developing new technology or methods.
doi:10.1371/journal.pgen.1008228	ScientificPrimaryResearchArticle	Sundararajan L, Smith CJ, Watson JD, Millis BA, Tyska MJ, Miller DM. (2019) Actin assembly and non-muscle myosin activity drive dendrite retraction in an UNC-6/Netrin dependent self-avoidance response.	False	The paper is focused on investigating how biological systems work, specifically on understanding the mechanisms involved in dendrite retraction in response to UNC-6/Netrin in C. elegans PVD neurons.
doi:10.1101/657510	ScientificPrimaryResearchPreprint	Stevenson AJ, Vanwalleghem G, Stewart TA, Condon ND, Lloyd-Lewis B, Marino N, Putney JW, Scott EK, Ewing AD, Davis FM. (2019) Multiscale activity imaging in mammary gland reveals how oxytocin enables lactation	False	The main goal of the paper is to investigate how oxytocin enables lactation by studying the spatiotemporal properties of physiological signals in the mammary gland, rather than developing new technology or methods.
doi:10.1523/jneurosci.1760-18.2019	ScientificPrimaryResearchArticle	Lee JY, Kim MJ, Thomas S, Oorschot V, Ramm G, Aui PM, Sekine Y, Deliyanti D, Wilkinson-Berka J, Niego B, Harvey AR, Theotokis P, McLean C, Strittmatter SM, Petratos S. (2019) Limiting Neuronal Nogo Receptor 1 Signaling during Experimental Autoimmune Encephalomyelitis Preserves Axonal Transport and Abrogates Inflammatory Demyelination.	False	The main goal of the paper is to investigate how neuronal Nogo Receptor 1 signaling affects axonal transport and inflammatory demyelination during experimental autoimmune encephalomyelitis (EAE). The paper aims to understand the biological mechanisms underlying these processes rather than developing new technology or methods.
doi:10.4049/jimmunol.202.supp.60.7	ScientificPrimaryResearchArticle	Nicole L La Gruta et al. (2019) High Spare Respiratory Capacity is a Canonical Feature of Virtual Memory, but not Conventional Memory CD8 T Cells, and is Driven by IL-15 Signalling	False	The goal of the paper is to investigate how biological systems work, specifically focusing on the metabolic characteristics of virtual memory T cells and their relationship with IL-15 signaling.
doi:10.1194/jlr.m091967	ScientificPrimaryResearchArticle	Rodriguez-Agudo D, Malacrida L, Kakiyama G, Sparrer T, Fortes C, Maceyka M, Subler MA, Windle JJ, Gratton E, Pandak WM, Gil G. (2019) StarD5: an ER stress protein regulates plasma membrane and intracellular cholesterol homeostasis.	False	The main goal of the paper is to investigate how the ER stress protein StarD5 regulates plasma membrane and intracellular cholesterol homeostasis. The focus is on understanding biological systems rather than developing new technology or methods.
doi:10.1038/s41398-019-0449-y	ScientificPrimaryResearchArticle	Bauman MD, Lesh TA, Rowland DJ, Schumann CM, Smucny J, Kukis DL, Cherry SR, McAllister AK, Carter CS. (2019) Preliminary evidence of increased striatal dopamine in a nonhuman primate model of maternal immune activation.	False	The main goal of the paper is to investigate the neurodevelopmental effects of maternal immune activation in a nonhuman primate model by studying the dopamine levels in the striatum, rather than developing new technology or methods.
doi:10.1159/000496201	ScientificPrimaryResearchArticle	Vanover M, Pivetti C, Galganski L, Kumar P, Lankford L, Rowland D, Paxton Z, Deal B, Wang A, Farmer D. (2019) Spinal Angulation: A Limitation of the Fetal Lamb Model of Myelomeningocele.	False	The main goal of the paper is to investigate the limitations of the fetal lamb model of myelomeningocele, specifically focusing on spinal angulation and its impact on functional outcomes. The study aims to understand the effects of surgical creation of fetal MMC on spinal angulation in the ovine model, rather than developing new technology or methods.
doi:10.1038/s41586-019-1087-5	ScientificPrimaryResearchArticle	Renkawitz J, Kopf A, Stopp J, de Vries I, Driscoll MK, Merrin J, Hauschild R, Welf ES, Danuser G, Fiolka R, Sixt M. (2019) Nuclear positioning facilitates amoeboid migration along the path of least resistance.	False	The main goal of the paper is to investigate how leukocytes migrate through dense tissues by sampling their immediate vicinity for large pore sizes and choosing the path of least resistance. The methods used in the study involve revealing how leukocytes navigate through dense tissues by sampling and discriminating pore sizes.
doi:10.15252/msb.20188604	ScientificPrimaryResearchArticle	Chao HX, Fakhreddin RI, Shimerov HK, Kedziora KM, Kumar RJ, Perez J, Limas JC, Grant GD, Cook JG, Gupta GP, Purvis JE. (2019) Evidence that the human cell cycle is a series of uncoupled, memoryless phases.	False	The main goal of the paper is to investigate how the human cell cycle operates by studying the durations of its phases and understanding the factors that influence them. The paper aims to provide an explanation for the observed independence of phase durations and how cell cycle progression may be altered in disease states.
doi:10.1073/pnas.1820870116	ScientificPrimaryResearchArticle	Stocks CJ, Phan MD, Achard MES, Nhu NTK, Condon ND, Gawthorne JA, Lo AW, Peters KM, McEwan AG, Kapetanovic R, Schembri MA, Sweet MJ. (2019) Uropathogenic <i>Escherichia coli</i> employs both evasion and resistance to subvert innate immune-mediated zinc toxicity for dissemination.	False	The main goal of the paper is to investigate how uropathogenic E. coli subverts innate immune-mediated zinc toxicity, rather than developing new technology or methods.
doi:10.1007/s00427-019-00629-5	ScientificPrimaryResearchArticle	Lekven AC, Lilie CJ, Gibbs HC, Green DG, Singh A, Yeh AT. (2019) Analysis of the wnt1 regulatory chromosomal landscape.	False	The main goal of the paper is to investigate how biological systems work, specifically focusing on the regulatory chromosomal landscape of the wnt1 gene in vertebrate neurogenesis.
doi:10.1038/s41598-019-39867-y	ScientificPrimaryResearchArticle	Gannon AL, O'Hara L, Mason JI, Rebourcet D, Smith S, Traveres A, Alcaide-Corral CJ, Frederiksen H, Jørgensen A, Milne L, Mitchell RT, Smith LB. (2019) Ablation of glucocorticoid receptor in the hindbrain of the mouse provides a novel model to investigate stress disorders.	False	The main goal of the paper is to investigate the role of glucocorticoid signalling in the hindbrain using a novel mouse model, rather than developing new technology or methods. The focus is on understanding biological phenomena related to stress disorders.
doi:10.1016/j.cell.2019.01.030	ScientificPrimaryResearchArticle	Horos R, Büscher M, Kleinendorst R, Alleaume AM, Tarafder AK, Schwarzl T, Dziuba D, Tischer C, Zielonka EM, Adak A, Castello A, Huber W, Sachse C, Hentze MW. (2019) The Small Non-coding Vault RNA1-1 Acts as a Riboregulator of Autophagy.	False	The main goal of the paper is to investigate how the small non-coding Vault RNA1-1 acts as a riboregulator of autophagy. The methods used are described in the context of achieving this goal rather than developing a new technology or method.
doi:10.1038/s41598-019-39078-5	ScientificPrimaryResearchArticle	Horton AJ, Brooker J, Streitfeld WS, Flessa ME, Pillai B, Simpson R, Clark CD, Gooz MB, Sutton KK, Foley AC, Lee KH. (2019) Nkx2-5 Second Heart Field Target Gene Ccdc117 Regulates DNA Metabolism and Proliferation.	False	The goal of the paper is to investigate the biological role of Nkx2-5 and its target gene Ccdc117 in regulating DNA metabolism and proliferation during heart development. The methods used are molecular and cellular biology techniques to study the interaction between Nkx2-5 and Ccdc117 in the context of cell cycle events and DNA replication.
doi:10.1098/rstb.2018.0151	ScientificPrimaryResearchArticle	Wall AA, Condon ND, Luo L, Stow JL. (2019) Rab8a localisation and activation by Toll-like receptors on macrophage macropinosomes.	False	The main goal of the paper is to investigate how Toll-like receptors activate Rab8a on macrophage macropinosomes and its role in innate immune function, rather than developing new technology or methods.
doi:10.1091/mbc.e18-09-0558	ScientificPrimaryResearchArticle	Pinette JA, Mao S, Millis BA, Krystofiak ES, Faust JJ, Tyska MJ. (2018) Brush border protocadherin CDHR2 promotes the elongation and maximized packing of microvilli in vivo.	False	The main goal of the paper is to investigate how the protein CDHR2 contributes to the morphogenesis of microvilli and the functional capacity of enterocytes under in vivo conditions, rather than developing a new technology or method.
doi:10.1074/jbc.ra118.002779	ScientificPrimaryResearchArticle	Argenzio E, Klarenbeek J, Kedziora KM, Nahidiazar L, Isogai T, Perrakis A, Jalink K, Moolenaar WH, Innocenti M. (2018) Profilin binding couples chloride intracellular channel protein CLIC4 to RhoA-mDia2 signaling and filopodium formation.	False	The main goal of the paper is to investigate how the biological system works by studying the interaction of CLIC4 with profilin-1 and its role in RhoA-mDia2 signaling and filopodium formation.
doi:10.1091/mbc.e18-04-0242	ScientificPrimaryResearchArticle	Pozo PN, Matson JP, Cole Y, Kedziora KM, Grant GD, Temple B, Cook JG. (2018) Cdt1 variants reveal unanticipated aspects of interactions with cyclin/CDK and MCM important for normal genome replication.	False	The main goal of the paper is to investigate how Cdt1 variants interact with cyclin/CDK and MCM, shedding light on the mechanisms of Cdt1 function important for genome replication, rather than developing new technology or methods.
doi:10.15252/msb.20178140	ScientificPrimaryResearchArticle	Wolff SC, Kedziora KM, Dumitru R, Dungee CD, Zikry TM, Beltran AS, Haggerty RA, Cheng J, Redick MA, Purvis JE. (2018) Inheritance of OCT4 predetermines fate choice in human embryonic stem cells.	False	The main goal of the paper is to investigate how fate choice in human embryonic stem cells is predetermined through the inheritance of OCT4, not to develop new technology or methods.
doi:10.1038/s41467-018-05717-0	ScientificPrimaryResearchArticle	Spicer BA, Law RHP, Caradoc-Davies TT, Ekkel SM, Bayly-Jones C, Pang SS, Conroy PJ, Ramm G, Radjainia M, Venugopal H, Whisstock JC, Dunstone MA. (2018) The first transmembrane region of complement component-9 acts as a brake on its self-assembly.	False	The main goal of the paper is to investigate how the first transmembrane region of complement component-9 acts as a brake on its self-assembly, and the methods used involve determining crystal structures and cryo EM structures to understand the mechanism of pore formation.
doi:10.1126/sciimmunol.aar6676	ScientificPrimaryResearchArticle	Chen KW, Monteleone M, Boucher D, Sollberger G, Ramnath D, Condon ND, von Pein JB, Broz P, Sweet MJ, Schroder K. (2018) Noncanonical inflammasome signaling elicits gasdermin D-dependent neutrophil extracellular traps.	False	The main goal of the paper is to investigate how biological systems work, specifically focusing on the connection between noncanonical inflammasome signaling, gasdermin D-dependent neutrophil extracellular traps, and defense response against cytosolic bacteria.
doi:10.1038/s41592-018-0077-0	ScientificPrimaryResearchArticle	Jones ML, Spiers H. (2018) The crowd storms the ivory tower.	False	The paper likely discusses the interaction between the general public (crowd) and academia (ivory tower), which suggests it is more focused on social dynamics or communication rather than developing new technology or investigating biological systems.
doi:10.1016/j.envres.2018.06.049	ScientificPrimaryResearchArticle	McMaster ME, Ashley-Sing C, Dos Santos Tavares AA, Corral CA, McGill K, McNeil D, Jansen MA, Simpson AHRW. (2018) The inhalation effects of by-products from chlorination of heated indoor swimming pools on spinal development in pup mice.	False	The main goal of the paper is to investigate how exposure to disinfection by-products from chlorination of heated indoor swimming pools affects the spinal development in pup mice, not to develop new technology or methods.
doi:10.1371/journal.pcbi.1006303	ScientificPrimaryResearchArticle	Tang K, Boudreau CG, Brown CM, Khadra A. (2018) Paxillin phosphorylation at serine 273 and its effects on Rac, Rho and adhesion dynamics.	False	The main goal of the paper is to investigate how biological systems work by developing a mathematical model to describe the dynamics of small GTPases Rac and Rho as determined by paxillin S273 phosphorylation. The focus is on understanding the behavior of the system and its relation to adhesion assembly/disassembly, rather than developing a new technology or method.
doi:10.14264/uql.2018.383	ScientificPrimaryResearchArticle	Nicholas Condon (2018) Characterisation of Dorsal Ruffles in Activated Macrophages	False	The title and abstract suggest that the paper is focused on characterizing dorsal ruffles in activated macrophages, indicating an investigation into how biological systems work rather than the development of a new technology or method.
doi:10.1038/s41590-018-0109-z	ScientificPrimaryResearchArticle	Hons M, Kopf A, Hauschild R, Leithner A, Gaertner F, Abe J, Renkawitz J, Stein JV, Sixt M. (2018) Chemokines and integrins independently tune actin flow and substrate friction during intranodal migration of T cells.	False	The main goal of the paper is to investigate how chemokines and integrins independently tune actin flow and substrate friction during T cell migration within lymphatic organs. The methods used are in vivo precision morphometry and analysis of cytoskeletal dynamics in vitro to deconstruct the basic mechanisms of T cell migration.
doi:10.1530/endoabs.56.oc3.3	ScientificPrimaryResearchArticle	Karla Suchacki et al. (2018) [18F]-FDG PET/CT imaging: A tool to reveal the metabolic functions of bone marrow adipose tissue	False	The main goal of the paper is to reveal the metabolic functions of bone marrow adipose tissue using [18F]-FDG PET/CT imaging. This focuses on understanding the biological processes rather than developing a new technology or method.
